taxus baccata,"Taxus baccata is a conifer native to western, central and southern Europe, northwest Africa, northern Iran and southwest Asia. It is the tree originally known as yew, though with other related trees becoming known, it may now be known as English yew, or European yew.

",http://en.wikipedia.org/wiki/Taxus_baccata
thuja plicata,"Thuja plicata, commonly called western or Pacific redcedar, giant or western arborvitae, giant cedar, or shinglewood, is a species of Thuja, an evergreen coniferous tree in the cypress family Cupressaceae native to western North America. Despite its common names, it does not belong with the true cedars within the genus Cedrus. The provincial tree of British Columbia, it has extensive applications for the indigenous First Nations of the Pacific Northwest.",http://en.wikipedia.org/wiki/Thuja_plicata
prunus persica,"The peach (Prunus persica) is a deciduous tree, native to Northwest China, in the region between the Tarim Basin and the north slopes of the Kunlun Shan mountains, where it was first domesticated and cultivated. It bears an edible juicy fruit also called a peach. The species name persica refers to its widespread cultivation in Persia, whence it was transplanted to Europe. It belongs to the genus Prunus which includes the cherry and plum, in the family Rosaceae. The peach is classified with the almond in the subgenus Amygdalus, distinguished from the other subgenera by the corrugated seed shell.
Peaches and nectarines are the same species, even though they are regarded commercially as different fruits. In contrast to peach whose fruits present the characteristic fuzz on the skin, nectarines are characterized by the absence of fruit skin trichomes (fuzz-less fruit); genetic studies suggest nectarines are produced due to a recessive allele, whereas peaches are produced from a dominant allele for fuzzy skin.
China is the world's largest producer of peaches.

",http://en.wikipedia.org/wiki/Peach
melaleuca nesophila,"Melaleuca nesophila, or Showy Honey-myrtle or Pink Melaleuca, is a shrub or small tree which is endemic to an area near Albany in Western Australia.",http://en.wikipedia.org/wiki/Melaleuca_nesophila
melaleuca lanceolata,"Melaleuca lanceolata is a small tree or shrub in the genus Melaleuca, native to Australia. It has a number of common names including Black Paperbark, Moonah, Rottnest Island Teatree and Western Black Tea tree.
The species grows up to 10 metres (33 ft) in height and has rough bark. Leaves are linear to narrow elliptic, 5–15 millimetres (0.20–0.59 in) long and 1–3 millimetres (0.039–0.118 in) wide with and arranged alternately on the stem. The white or cream flower spikes are 2–4 centimetres (0.79–1.57 in) in length and appear mainly in the summer, but may also appear randomly through the year.
Melaleuca lanceolata occurs in Western Australia, South Australia, Victoria, New South Wales and Queensland in mallee or open woodland.",http://en.wikipedia.org/wiki/Melaleuca_lanceolata
corymbia maculata,"Corymbia maculata (syn. Eucalyptus maculata), commonly known as Spotted Gum, is an endemic Australian tree.",http://en.wikipedia.org/wiki/Corymbia_maculata
"ulmus minor ""fastigiata""","Ulmus minor Mill. subsp. angustifolia (Weston) Stace, known as the Cornish Elm, was commonly found in South West England, Southern Ireland and Brittany until the arrival of Dutch elm disease in the late 1960s. Mature trees are now largely restricted to Australia, whither it was introduced in the 19th century.",http://en.wikipedia.org/wiki/Ulmus_minor_subsp._angustifolia
quercus lobata,"Quercus lobata, commonly called the Valley oak, grows into the largest of North American oaks. It is endemic to California, growing in the hot interior valleys and foothills. Mature specimens may attain an age of up to 600 years. This deciduous oak requires year-round access to groundwater.
Its thick, ridged bark is characteristic and evokes alligator hide. The Valley oak's deeply lobed leaves assist in identification.",http://en.wikipedia.org/wiki/Quercus_lobata
callistemon harkness,This is a list of cultivars of the plant genus Callistemon.,http://en.wikipedia.org/wiki/List_of_Callistemon_cultivars
pinus radiata,"The Monterey pine, Pinus radiata, family Pinaceae, also known as the insignis pine or radiata pine, is a species of pine native to the Central Coast of California and Mexico (Guadalupe Island and Cedros island).
Pinus radiata is a versatile, fast-growing, medium-density softwood, suitable for a wide range of uses. Its silviculture is highly developed, and is built on a firm foundation of over a century of research, observation and practice. Radiata pine is often considered a model for growers of other plantation species. It is the most widely planted pine in the world, valued for rapid growth and desirable lumber and pulp qualities.
Although Pinus radiata is extensively cultivated as a plantation timber in many temperate parts of the world, it faces serious threats in its natural range.

",http://en.wikipedia.org/wiki/Pinus_radiata
kermadecensis metrosideros,"Metrosideros kermadecensis, commonly called the Kermadec pōhutukawa is an evergreen tree of the myrtle family which is endemic to the volcanic Kermadec Islands about 900 km north-east of New Zealand. The tree produces a brilliant display of red flowers, made up of a mass of stamens and is the dominant forest tree on Raoul Island, growing to 15 m or more. The trunk is up to 1 m or more in diameter. It is very similar to, and often confused with, the pōhutukawa of mainland New Zealand, differing mainly by having smaller, more oval leaves, and by flowering throughout the year. It also resembles the ʻōhiʻa lehua of Hawaiʻi.",http://en.wikipedia.org/wiki/Metrosideros_kermadecensis
eucalyptus conferruminata,"Eucalyptus conferruminata, Bald Island marlock, is a small tree or mallee with smooth, grey and whitish grey bark. Adult leaves are elliptical to 9 x 2.5 cm, concolorous, glossy, light green. Yellow-green flowers appear from late winter to late spring.
Distribution is limited to the south of Western Australia, from Two Peoples Bay east to beyond Esperance, including islands in the Archipelago of the Recherche. Always coastal often on massive granite rocks.",http://en.wikipedia.org/wiki/Eucalyptus_conferruminata
prunus incisa,"Prunus incisa, the Fuji cherry, gets its scientific name from the deep incisions on the leaves. A dainty slow-growing, early white-flowering cherry, it is a century-old cultigen from Hondo, Japan. It is highly regarded as an ornamental but the wood has no industrial value. It is hardy to -20°C, and crossed with Prunus speciosa, has yielded the cultivar Prunus 'Umineko'. It is in the ornamental section Pseudocerasus of the cherry subgenus Cerasus of the Prunus genus. Ma et al. classified it in a group with Prunus nipponica.

'Kojo-no-Mai' is a cultivar suitable for the very small garden, as with judicious pruning it can be kept to a maximum size of 1.5–2 m (5–7 ft). In a large pot it will produce a dome of twiggy growth, and has the added bonus of brilliant autumn colour.",http://en.wikipedia.org/wiki/Prunus_incisa
quercus cerris f. laciniata,"The flora of Lebanon comprises approximately 2600 plant species. Lebanon is situated on the eastern coast of the Mediterranean Basin which is considered a reservoir of plant diversity. Lebanon is one of the world's Biodiversity hotspots for conservation priorities. Endemic species constitute 12% of the Lebanese flora, 221 plant species are broad endemics and 90 are narrow endemics.",http://en.wikipedia.org/wiki/Flora_of_Lebanon
ginkgo biloba,"Ginkgo (Ginkgo biloba; in Chinese, Korean and Japanese: 銀杏, pinyin romanization: yín xìng, Revised romanization: ""eun haeng"", Hepburn romanization: ichō or ginnan, Vietnamese: bạch quả), also spelled gingko and also known as the maidenhair tree, is a unique species of tree with no living relatives. The ginkgo is a living fossil, recognisably similar to fossils dating back 270 million years. Native to China, the tree is widely cultivated and was introduced early to human history. It has various uses in traditional medicine and as a source of food.",http://en.wikipedia.org/wiki/Ginkgo_biloba
eucalyptus cosmophylla,"Corymbia calophylla (also known as Eucalyptus calophylla R. Br.) is a bloodwood native to Western Australia. Common names include Marri and Port Gregory Gum, and a long standing usage has been Red Gum due to the red gum effusions often found on trunks.
It is distinctive among bloodwoods for its very large buds and fruit (colloquially ""honky nuts"" in Western Australia).
In 2009, Parra-O and colleagues published a combined analysis of nuclear rDNA (ETS + ITS) and morphological characters published to clarify relationships within the genus Corymbia. C. calophylla was found to form a natural group with two other Western Australian species C. ficifolia and C. haematoxylon. They classified the group as section Calophyllae within the subgenus Corymbia.
It is related and somewhat similar to the Red-flowering Gum (Corymbia ficifolia). C. calophylla differs in being much larger (to about 50 metres (160 ft) high in the wild), having very much larger buds and fruit, and having flowers that are usually white to pink instead of red. However, in some areas hybridisation makes identification difficult.
Marri is widely distributed in the South-West of Western Australia, from north of Geraldton (28° S) to Cape Riche (34° S), and inland beyond Narrogin (32°56′S 117° E).
It is found on the Swan Coastal Plain and on the Darling Scarp showing its adaptability to the different environments.
It will grow on comparatively poor soil, but good specimens are considered an indicator of the better agricultural soils.",http://en.wikipedia.org/wiki/Corymbia_calophylla
pyrus salicifolia,"Pyrus salicifolia is a species of pear, native to the Middle East. It is widely grown as an ornamental tree, almost always as a pendulous (or ""weeping"") cultivar, and is called by various common names, including Willow-leaved Pear, Weeping Pear, and similar. The tree is deciduous and of comparatively small stature, rarely reaching 10–12 meters in height. The crown is rounded. It has pendulous, silvery foliage, superficially similar to a weeping willow. The flowers are large and pure white highlighted with black-tipped stamens although the buds are tipped with red. The small green fruits are inedible, being hard and astringent.
This tree is cultivated widely in gardens and landscapes. It grows well on infertile sandy soils due to its spreading root system. The trees flower in the spring, but during the rest of the year can be trimmed back and shaped almost like topiary. This species of tree is very susceptible to fireblight, a bacterial pathogen.
Pyrus salicifolia may also be confused with Pyrus nivalis which is generally taller and hardly pendulous or with Pyrus elaeagnifolia which has broader entire leaves and longer petioles.
The cultivar 'Pendula' has gained the Royal Horticultural Society's Award of Garden Merit.",http://en.wikipedia.org/wiki/Pyrus_salicifolia
agathis robusta,"Agathis robusta (syn. A. palmerstonii; Queensland Kauri or Smooth-barked Kauri) is a coniferous tree in the family Araucariaceae, native to eastern Queensland, Australia.",http://en.wikipedia.org/wiki/Agathis_robusta
hakea drupacea - was suave,"Hakea drupacea, commonly known as Sweet Hakea, is a tree or shrub which is native to south west Western Australia.",<UNKNOWN>
macadamia integrifolia,"Macadamia integrifolia is a tree in the Proteaceae family, native to Queensland in Australia. Common names include macadamia nut, bauple nut, Queensland nut or nut oak.
This species is a small tree; its leaves have toothed margins and are 7 to 15 cm in length. The flowers are white or pinkish followed by woody, rounded fruits which are 2 to 3.5 cm in diameter.
It has been introduced to Mexico and has done well in the states of Michoacán and Jalisco.
The trees will survive in hardiness zones 10 and 11.",http://en.wikipedia.org/wiki/Macadamia_integrifolia
syncarpia glomulifera,"Syncarpia glomulifera, commonly known as turpentine, is a tree of the family Myrtaceae native to New South Wales and Queensland in Australia, which can reach 60 metres (200 ft) in height. It generally grows on heavier soils. Crushed leaves have a taste and smell reminiscent of turpentine. The cream flowers appear in spring and are fused into compound flowerheads.",http://en.wikipedia.org/wiki/Syncarpia_glomulifera
ornamentals - mixed ornamentals - mixed,"Ornamental plants are plants that are grown for decorative purposes in gardens and landscape design projects, as houseplants, for cut flowers and specimen display. The cultivation of these, called floriculture, forms a major branch of horticulture.",http://en.wikipedia.org/wiki/Ornamental_plant
"ulmus glabra ""pendula""","The Wych Elm Ulmus glabra cultivar 'Pendula Macrophylla', was first mentioned by Maxwell ex Journal of the Royal Horticultural Society 18: 91, 1895, as U. montana (: glabra) var. pendula macrophylla, but without description.",http://en.wikipedia.org/wiki/Ulmus_glabra_%27Pendula_Macrophylla%27
pinus halepensis,"Pinus halepensis, commonly known as the Aleppo Pine, is a pine native to the Mediterranean region. Their range extends from Morocco and Spain north to southern France, Italy and Croatia, and east to Greece, all over Malta and northern Tunisia, and Libya, with an outlying population (from which it was first described) in Syria, Lebanon, southern Turkey, Jordan, Israel, and Palestinian territories. In Israel it is called Jerusalem Pine.",http://en.wikipedia.org/wiki/Pinus_halepensis
quercus alba,"Quercus alba, the white oak, is one of the pre-eminent hardwoods of eastern North America. It is a long-lived oak of the family Fagaceae, native to eastern North America and found from southern Quebec west to eastern Minnesota and south to northern Florida and eastern Texas. Specimens have been documented to be over 450 years old.
Although called a white oak, it is very unusual to find an individual specimen with white bark; the usual color is a light gray. In the forest it can reach a magnificent height and in the open it develops into a massive broad-topped tree with large branches striking out at wide angles.

",http://en.wikipedia.org/wiki/Quercus_alba
pittosporum eugenioides variegat,"Pittosporum eugenioides, common names lemonwood or tarata, is a species of New Zealand native tree. Growing to 12 m (39 ft) tall by 5 m (16 ft) broad, it is conical when young but more rounded in shape when mature. Its leaves are mottled yellow-green with curly edges and a salient bright midrib, and have a strong lemony smell when crushed. It has highly fragrant clusters of attractive yellow-cream flowers in spring, followed by distinctive black seed capsules. It is found throughout New Zealand's North and South Islands along forest margins and stream banks from sea level to 600 m (1,969 ft). It is New Zealand's largest pittosporum.
The binomial qualifier eugenioides means ""resembling Eugenia"", a different genus of plants.
The variegated cultivar 'Variegatum' has gained the Royal Horticultural Society's Award of Garden Merit.",<UNKNOWN>
aesculus x carnea,"Aesculus × carnea, or red horse-chestnut, is an artificial hybrid between A. pavia (red buckeye) and A. hippocastanum (horse-chestnut). The origin of the tree is not known, but it probably first appeared in Germany before 1820. The hybrid is a medium-size tree to 20–25 m tall, intermediate between the parent species in most respects, but inheriting the red flower color from A. pavia. It is a popular tree in large gardens and parks.",http://en.wikipedia.org/wiki/Aesculus_%C3%97_carnea
grevillea spp,"The Australian flowering shrub Grevillea alpina has several common names, including mountain grevillea, alpine grevillea, and cat's claws. It is not limited to alpine environments, and in fact is less common at high elevation than low. The species is variable in appearance, with five general forms described: small-flowered, Grampians, Northern Victorian, Goldfields, and Southern Hills forms. It is found in dry forests and woodlands across Victoria and into southern New South Wales. Some forms of the plant are low to the ground, and some become a spreading shrub. The flowers come in many colours, from white to green to shades of red and pink, or a pattern of several colours. The curled flowers are 1 to 3 centimeters in length. It is attractive to nectar-feeding insects and birds.",http://en.wikipedia.org/wiki/Grevillea_alpina
banksia marginata,"Banksia marginata, commonly known as the Silver Banksia, is a species of tree or woody shrub in the plant genus Banksia found throughout much of southeastern Australia. It ranges from the Eyre Peninsula in South Australia, to north of Armidale, New South Wales, and across Tasmania and the islands of Bass Strait. It grows in various habitats, including Eucalyptus forest, scrub, heathland and moorland. Banksia marginata varies widely in habit, ranging from a small shrub, 20 cm (8 in) high, to a large tree, 12 m (40 ft) tall. The narrow leaves are linear and the yellow inflorescences (flower spikes) occur from late summer to early winter. The flower spikes fade to brown and then grey and develop woody follicles bearing the winged seeds. Originally described by Antonio José Cavanilles in 1800, further collections of B. marginata were described as several separate species by Robert Brown in 1810. However, all were reclassified as a single species by George Bentham in 1870. No distinct subspecies have been recognised by Banksia expert Alex George, who nonetheless concedes that further work is needed.
Many species of bird, in particular honeyeaters, forage at the flower spikes, as do native and European honeybees. The response to bushfire varies. Some populations are serotinous: they are killed by fire and regenerate from large stores of seed which have been held in cones in the plant canopy and are released. Others regenerate from underground lignotubers or suckers from lateral roots. Although it has been used for timber, Banksia marginata is most commonly seen as a garden plant, with dwarf forms being commercially propagated and sold.",http://en.wikipedia.org/wiki/Banksia_marginata
metrosideros excelsa,"Metrosideros excelsa (pōhutukawa, New Zealand pohutukawa, New Zealand Christmas tree) is a coastal evergreen tree in the myrtle family, Myrtaceae, that produces a brilliant display of red flowers made up of a mass of stamens. The pōhutukawa is one of twelve Metrosideros species endemic to New Zealand. Renowned for its vibrant colour and its ability to survive even perched on rocky, precarious cliffs, it has found an important place in New Zealand culture for its strength and beauty and is regarded as a chiefly tree (rākau rangatira) by Māori. The blossom of the tree is called kahika.",http://en.wikipedia.org/wiki/Metrosideros_excelsa
phoenix sylvestris,"Phoenix sylvestris (sylvestris - Latin, of the forest) also known as Silver Date Palm or Sugar Date Palm, is a species of flowering plant in the palm family native to southern Pakistan, most of India, Sri Lanka, Nepal, Bhutan, Burma and Bangladesh. It is also reportedly naturalized in Mauritius, the Chagos Arhipelago, Puerto Rico and the Leeward Islands.

Growing in plains and scrubland to 1300 m, the fruit from this palm species is used to make wine and jelly. The sap is tapped and drunk fresh or fermented into toddy. The fresh sap is boiled to make palm jaggery in West Bengal state of India and Bangladesh.
The plant is known as ""Wal Indi"", ""val Indi"",(වල්ඉංදි ) by Sinhalese people in Sri Lanka. The word `Phoenix`in the Latin name came from Greek and means ""purple"". while `Sylvestris` means ""wild"". The leaves may be used for making mats, bags etc. The tree is tapped to make a toddy or palm wine.",http://en.wikipedia.org/wiki/Phoenix_sylvestris
eucalyptus grandis,"Eucalyptus grandis, commonly known as the flooded gum or rose gum, is a tall tree with smooth bark, rough at the base fibrous or flaky, grey to grey-brown. At maturity, it reaches 50 metres (160 ft) tall, though the largest specimens can exceed 80 metres (250 ft) tall. It is found on coastal areas and sub-coastal ranges from Newcastle in New South Wales northwards to west of Daintree in Queensland, mainly on flat land and lower slopes, where it is the dominant tree of wet forests and on the margins of rainforests.",http://en.wikipedia.org/wiki/Eucalyptus_grandis
cupressus funebris,Cupressus funebris (Chinese Weeping Cypress) is a species of cypress native to southwestern and central China. It may also occur naturally in Vietnam.,http://en.wikipedia.org/wiki/Cupressus_funebris
nerium oleander,"Nerium oleander /ˈnɪəriəm ˈoʊliː.ændər/ is an evergreen shrub or small tree in the dogbane family Apocynaceae, toxic in all its parts. It is the only species currently classified in the genus Nerium. It is most commonly known as oleander, from its superficial resemblance to the unrelated olive Olea. It is so widely cultivated that no precise region of origin has been identified, though southwest Asia has been suggested. The ancient city of Volubilis in Morocco may have taken its name from the Berber name oualilt for the flower. Oleander is one of the most poisonous of commonly grown garden plants.",http://en.wikipedia.org/wiki/Nerium
hymenosporum flavum,"Hymenosporum flavum, or Native Frangipani, is a rainforest tree which is native to Queensland and New South Wales in Australia and New Guinea. It is the sole species within the genus Hymenosporum, and is closely related to the widespread genus Pittosporum.
It produces clusters of fragrant flowers in spring (September to October) which are about 5 cm in diameter. They are cream in colour, ageing to yellow and are followed by long pear-shaped seed capsules. The flowers attract bees and honey-eating birds and butterflies. It has dark green, glossy leaves which are usually around 10 cm long and 4 cm wide. At its best, the branches are heavily foliaged and form widely spaced tiers which makes the tree extremely attractive.
Despite its common name, it is not closely related to the frangipani.",http://en.wikipedia.org/wiki/Hymenosporum
populus x canescens,"Populus alba, commonly called abele, silver poplar, silverleaf poplar, or white poplar, is a species of poplar, most closely related to the aspens (Populus sect. Populus). It is native from Morocco and the Iberian Peninsula through central Europe (north to Germany and Poland) to central Asia. It grows in moist sites, often by watersides, in regions with hot summers and cold to mild winters.",http://en.wikipedia.org/wiki/Populus_alba
ulmus glabra,"Ulmus glabra, the Wych elm or Scots elm, has the widest range of the European elm species, from Ireland eastwards to the Urals, and from the Arctic Circle south to the mountains of the Peloponnese in Greece; it is also found in Iran. A large, deciduous tree, it is essentially a montane species, growing at elevations <1500 m, preferring sites with moist soils and high humidity. The tree can form pure forests in Scandinavia and occurs as far north as latitude 67°N at Beiarn in Norway. Wych elm has also been successfully introduced to Narsarsuaq, near the southern tip of Greenland (61°N).
The tree was by far the most common elm in the north and west of the British Isles and is now acknowledged as the only indisputably British native elm species. Owing to its former abundance in Scotland, the tree is occasionally known as the Scotch or Scots elm.
Closely related species, such as Bergmann's Elm U. bergmanniana and Manchurian Elm U. laciniata, native to northeast Asia, were once sometimes included in Ulmus glabra; another close relative is the Himalayan or Kashmir Elm U. wallichiana.",http://en.wikipedia.org/wiki/Ulmus_glabra
aesculus flava,"Aesculus flava, the yellow buckeye, common buckeye, or sweet buckeye, is a species of deciduous tree. It is native to the Ohio Valley and Appalachian Mountains of the Eastern United States. It grows in mesophytic forest or floodplains, generally in acid to circumneutral soil, reaching a height of 20m to 47m.
The leaves are palmately compound with five (rarely seven) leaflets, 10–25 cm long and broad. The flowers are produced in panicles in spring, yellow to yellow-green, each flower 2–3 cm long with the stamens shorter than the petals (unlike the related A. glabra (Ohio buckeye), where the stamens are longer than the petals). The twigs have a faintly rank odor, but much less so than the Ohio buckeye, A. glabra. The fruit is a smooth (spineless), round or oblong capsule 5–7 cm diameter, containing 1-3 nut-like seeds, 2.5-3.5 cm diameter, brown with a whitish basal scar. The fruit is poisonous to humans but can be made edible through a leaching process.

",http://en.wikipedia.org/wiki/Aesculus_flava
grevillea robusta,"Grevillea robusta, commonly known as the southern silky oak or silky oak, or Australian silver oak, is the largest species in the genus Grevillea of the family Proteaceae. It is not closely related to the true oaks, Quercus. It is a native of eastern coastal Australia, in riverine, subtropical and dry rainforest environments receiving more than 1,000 mm per year of average rainfall.",http://en.wikipedia.org/wiki/Grevillea_robusta
acer campestre,"Acer campestre, common name field maple, is a maple native to much of Europe, north to southern Scotland (where it is the only native maple), Denmark, Poland and Belarus, and also southwest Asia from Turkey to the Caucasus, and north Africa in the Atlas Mountains. In North America it is known as hedge maple and in Australia, it is sometimes called common maple.",http://en.wikipedia.org/wiki/Acer_campestre
leptospermum petersonii,"Leptospermum petersonii (or Leptospermum citratum), lemon-scented teatree is a tall shrub to small tree to 5 m which is cultivated as an ornamental and for essential oils. It naturally occurs near sclerophyll forest or rainforest, on sandy or rocky escarpements, on the east coast of Australia. It has simple leaves, 20-40 mm long, with a distinctive lemony aroma. The flowers are white, followed by woody capsules.",http://en.wikipedia.org/wiki/Leptospermum_petersonii
ulmus x holl. purpurescens,"Ulmus × hollandica Mill. , often known simply as Dutch Elm, is a natural hybrid between Wych Elm Ulmus glabra and Field Elm Ulmus minor which commonly occurs across Europe wherever the ranges of the two parent species overlap. In England, according to the field-studies of R. H. Richens, ""The largest area [of hybridization] is a band extending across Essex from the Hertfordshire border to southern Suffolk. The next largest is in northern Bedfordshire and adjoining parts of Northamptonshire. Comparable zones occur in Picardy and Cotentin in northern France"".
F1 hybrids between Wych and Field Elm are fully fertile, but produce widely variant progeny. Many also inherit the suckering habit of their Field Elm parent. Both Richens and Rackham noted that examples in the East Anglian hybridization zone were sometimes pendulous in form. A surviving mature U. × hollandica at Actons Farm, Sawbridgeworth, Hertfordshire - if it was not, as has been suggested, a seedling of Vegeta (Huntingdon Elm) from the local Rivers Nursery (see under Vegeta) - is a case in point.
U. × hollandica hybrids, natural and artificial, have been widely planted elsewhere by man.",<UNKNOWN>
brachychiton,"""Bottletree"" redirects here. For other uses, see Bottle tree.

Brachychiton (kurrajong, bottletree) is a genus of 31 species of trees and large shrubs, native to Australia (the centre of diversity, with 30 species), and New Guinea (one species). Fossils from New South Wales and New Zealand are estimated to be 50 million years old, corresponding to the Paleogene.
They grow to 4 – 30m tall, and some are dry-season deciduous. Several species (though not all) are pachycaul plants with a very stout stem for their overall size, used to store water during periods of drought. The leaves show intraspecific variation and generally range from entire to deeply palmately lobed with long slender leaflet-like lobes joined only right at the base. Their sizes range from 4 – 20 cm long and wide.
All species are monoecious with separate male and female flowers on the same plant. The flowers have a bell-shaped perianth consisting of a single series of fused lobes which is regarded as a calyx despite being brightly coloured in most species. The female flowers have five separate carpels that can each form a woody fruit containing several seeds. The flower colour is often variable within species. Eastern forest species drop their foliage before flowering but those of the drier regions carry the flowers while in leaf.
The name Brachychiton is derived from the Greek brachys, short, and chiton, tunic, in referring to its loose seed coats. The generic name is often misconstrued as being of neuter gender, with the specific names then incorrectly amended. Thus B. rupestre and B. populneum are sometimes seen in horticultural books and magazines.
Kurrajong comes from Dharuk garrajuŋ ""fishing line"", as fishing lines were made from kurrajong bark. A few Kurrajong species are popular garden trees and have been introduced to hot dry regions including the Mediterranean, South Africa and the western United States. These species are also hybridised for horticultural purposes, B. populneo-acerifolius being one example. Kurrajongs are known to bloom erratically in cultivation.",http://en.wikipedia.org/wiki/Brachychiton
"ulmus glabra ""lutescens""","The Golden Wych Elm, Ulmus glabra 'Lutescens', is arguably the best of the golden elm cultivars as it keeps its colour as it ages.",http://en.wikipedia.org/wiki/Ulmus_glabra_%27Lutescens%27
corylopsis spicata,"Corylopsis spicata (winter hazel) is a plant in the witch hazel family, Hamamelidaceae. It is a shrub with alternate, simple leaves, on thin, flexible, horizontal stems. The flowers are yellow, borne in late winter and early spring.",http://en.wikipedia.org/wiki/Corylopsis_spicata
native native,"Native Americans within the boundaries of the present-day United States (including indigenous peoples of Alaska and Hawaii) are composed of numerous, distinct tribes and ethnic groups, many of which survive as intact political communities. The terms used to refer to Native Americans have been controversial. According to a 1995 U.S. Census Bureau set of home interviews, most of the respondents with an expressed preference refer to themselves as ""American Indians"" or simply ""Indians""; this term has been adopted by major newspapers and some academic groups, but does not traditionally include Native Hawaiians or certain Alaskan Natives, such as Aleut, Yup'ik, or Inuit peoples.
Since the end of the 15th century, the migration of Europeans to the Americas has led to centuries of conflict and adjustment between Old and New World societies. Many Native Americans lived as hunter-gatherer societies and told their histories by oral traditions; Europeans therefore created almost all of the surviving historical record concerning the conflict.
The indigenous cultures were quite different from those of the proto-industrial and mostly Christian immigrants. Many native cultures were matrilineal and occupied hunting grounds and agricultural lands for use of the entire community. Europeans at that time had patriarchal cultures and had developed concepts of individual property rights with respect to land that were extremely different. The differences in cultures between the established Native Americans and immigrant Europeans, as well as shifting alliances among different nations of each culture through the centuries, caused extensive political tension, ethnic violence, and social disruption. Native Americans suffered high fatalities from contact with Eurasian diseases to which they had not acquired immunity. Smallpox epidemics are thought to have caused the greatest loss of life for indigenous populations, although estimates of the pre-Columbian population of what today constitutes the U.S. vary significantly, from 1 million to 18 million.
After the colonies revolted against Great Britain and established the United States of America, President George Washington and Henry Knox conceived of the idea of ""civilizing"" Native Americans in preparation for assimilation as U.S. citizens. Assimilation (whether voluntary, as with the Choctaw, or forced) became a consistent policy through American administrations. During the 19th century, the ideology of manifest destiny became integral to the American nationalist movement. Expansion of European-American populations to the west after the American Revolution resulted in increasing pressure on Native American lands, warfare between the groups, and rising tensions. In 1830, the U.S. Congress passed the Indian Removal Act, authorizing the government to relocate Native Americans from their homelands within established states to lands west of the Mississippi River, accommodating European-American expansion.
As American expansion reached into the West, settler and miner migrants came into increasing conflict with the Great Basin, Great Plains, and other Western tribes. These were complex nomadic cultures based on (introduced) horse culture and seasonal bison hunting. They carried out resistance against American incursion in the decades after the completion of the Civil War and the Transcontinental Railroad in a series of Indian Wars, which were frequent up until the 1890s but continued into the 20th century. Over time, the United States forced a series of treaties and land cessions by the tribes and established reservations for them in many western states. U.S. agents encouraged Native Americans to adopt European-style farming and similar pursuits, but European-American agricultural technology of the time was inadequate for often dry reservation lands. In 1924, Native Americans who were not already U.S. citizens were granted citizenship by Congress.
Contemporary Native Americans have a unique relationship with the United States because they may be members of nations, tribes, or bands with sovereignty and treaty rights. Cultural activism since the late 1960s has increased political participation and led to an expansion of efforts to teach and preserve indigenous languages for younger generations and to establish a greater cultural infrastructure: Native Americans have founded independent newspapers and online media, recently including FNX, the first Native American television channel; established Native American studies programs, tribal schools and universities, and museums and language programs; and have increasingly been published as authors.",http://en.wikipedia.org/wiki/Native_Americans_in_the_United_States
photinia robusta,"The following is a list of widely known trees and shrubs. Taxonomic families for the following trees and shrubs are listed in alphabetical order, likewise the genera and closely related species.",http://en.wikipedia.org/wiki/List_of_trees_and_shrubs_by_taxonomic_family
acacia pendula,"Acacia pendula (weeping myall) is a species of wattle which is native to Australia. It is a tree which grows up to 10 m in height and is pendulous in form with grey-green narrow phyllodes which are about 10 cm in length.

Its occurs naturally in dry outback areas in Queensland, New South Wales, and Victoria.
Alternative common names include myall, true myall, boree, silver-leaf boree, balaar, and nilyah.",http://en.wikipedia.org/wiki/Acacia_pendula
cercis siliquastrum,"Cercis siliquastrum, commonly known as the Judas tree, is a small deciduous tree from Southern Europe and Western Asia which is noted for its prolific display of deep pink flowers in spring.",http://en.wikipedia.org/wiki/Cercis_siliquastrum
eucalyptus dives,"Eucalyptus dives or broad-leaved peppermint is a small tree native to temperate dry sclerophyll woodlands and forests of south-eastern Australia. The juvenile leaves are ovate and glaucus, and adult leaves are lanceolate to broad-lanceolate. Leaves are aromatic.",http://en.wikipedia.org/wiki/Eucalyptus_dives
alectryon subcinereus,"Alectryon subcinereus, commonly named Native Quince, Wild Quince or Bird's Eye, is a species of shrubs or small trees, constituting part of the plant family Sapindaceae.
They grow naturally only (endemic) in eastern Australia, from far eastern Victoria northwards, through eastern New South Wales and through to central Queensland.",http://en.wikipedia.org/wiki/Alectryon_subcinereus
eucalyptus torwood,"Eucalyptus torquata, commonly known as Coral Gum or Coolgardie Gum, is a tree found around Kalgoorlie and Coolgardie, and south to about Widgiemooltha in Western Australia.
This species reaches between 4 and 11 metres in height in its native habitat. It produces clusters of orange barrel-shaped buds with horned caps, which are followed by prolific red or pink flowers between August and December. The bark is rough.
Coral Gum is commonly cultivated for small gardens and for use as a street tree, especially in arid areas.",http://en.wikipedia.org/wiki/Eucalyptus_torquata
angophora floribunda,"Angophora floribunda, commonly known as the rough-barked apple, is a common woodland and forest tree of the family Myrtaceae native to Eastern Australia. Reaching 30 m (100 ft) high, it is a large tree with fibrous bark and cream-white flowers that appear over the Austral summer. It grows on alluvial soils on floodplains and along watercourses. Much of the land it grew on has been cleared for agriculture.",http://en.wikipedia.org/wiki/Angophora_floribunda
